Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
29.0,No,Travel_Rarely,718.0,Research & Development,8.0,1.0,Medical,1.0,1150.0,2.0,,79.0,2.0,2.0,Manufacturing Director,4.0,Married,5056.0,17689.0,1.0,Y,Yes,,3.0,3.0,80.0,1.0,10.0,2.0,2.0,10.0,7.0,34.46023719431416,39.4556289867228
38.0,No,,433.0, Human Resources ,1.0,3.0,Human Resources,,1152.0,,Male,37.0,4.0,1.0,Human Resourcrs,3.0,Married,2844.0,,1.0,Y,No,13.0,3.0,4.0,80.0,1.0,7.0,2.0,4.0,7.0,6.0,5.0,0.0
129.03518981655122,No,Travel_Frequently,4841.975595972202,Research & Development,6.0,3.0,Life Sciences,1.0,1154.0,3.0,Male,39.0,2.0,,Research Scientist,3.0,Divorced,2703.0,22088.0,1.0,Y,Yes,14.0,3.0,4.0,80.0,1.0,3.0,2.0,3.0,3.0,1.0,0.0,2.0
18.0,Yes,Non-Travel,247.0,Research & Development,8.0,1.0, Medical ,1.0,1156.0,3.0,Male,,3.0,,Laboratory Technician,3.0,Single,1904.0,13556.0,1.0,Y,No,12.0,3.0,4.0,80.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0
33.0,Yes,Travel_Rarely,603.0,Sales,9.0,4.0,Marheting,1.0,1157.0,1.0,Female,,9.847745975747452,2.0,,1.0,Single,8224.0,18385.0,0.0,Y,,17.0,,,80.0,9.277251811723444,6.0,3.0,3.0,5.0,2.0,34.46023719431416,3.0
41.0,,Travel_Rarely,167.0,,12.0,4.0,Life Sciences,1.0,1158.0,2.0,Male,46.0,3.0,1.0,Laboratory Technician,4.0,married,4766.0,85757.15206674469,,Y,Yes,11.0,3.0,1.0,80.0,1.0,6.0,4.0,9.833256224869931,1.0,,0.0,39.4556289867228
31.0,Yes,Travel_Frequently,874.0,Research & Development,15.0,3.0,Medical,1.0,1160.0,3.0,Male,,3.0,1.0,Laboratory Technician,3.0,Mabried,2610.0,,1.0,Y,No,,3.0,3.0,80.0,,2.0,5.0,2.0,2.0,2.0,2.0,2.0
37.0,,Travel_Rarely,367.0,RESEARCH & DEVELOPMENT,25.0,2.0,Medical,1.0,1161.0,3.0,Female,52.0,2.0,13.175405025543657,Healthcare Representative,4.0,Divorced,5731.0,17171.0,7.0,Y, No ,13.0,3.0,3.0,80.0,2.0,9.0,2.0,3.0,6.0,2.0,34.46023719431416,3.0
27.0,No,Travel_Rarely,199.0,research & development,6.0,3.0,Life Sciences,1.0,,4.0,Maie,55.0,9.847745975747452,1.0,Research Scientist,3.0,Married,,7950.0,1.0,Y,No,13.0,3.0,13.559752418371833,80.0,1.0,4.0,,3.0,4.0,2.0,2.0,2.0
34.0,No,Travel_Rarely,1400.0,Sales,9.0,1.0,Life Sciences,1.0,,2.0,,70.0,3.0,2.0,Sales Executive,,,5714.0,5829.0,1.0,Y,No,20.0,4.0,13.559752418371833,80.0,0.0,6.0,,2.0,6.0,5.0,1.0,3.0
35.0,No,Travel_Rarely,,Human Resources,8.0,4.0,Technical Degree,1.0,1164.0,3.0,,100.0,3.0,1.0,,3.0,Single,,7108.0,1.0,Y,No,17.0,3.0,2.0,80.0,0.0,6.0,2.0,,5.0,4.0,1.0,4.0
29.0,Yes,Travel_Rarely,408.0,Sales,23.0,1.0,Life Sciences,1.0,1165.0,4.0,Female,45.0,2.0,,Sales Executive,1.0,Married,7336.0,11162.0,1.0,Y,No,13.0,3.0,1.0,80.0,1.0,11.0,3.0,9.833256224869931,11.0,8.0,,10.0
40.0,No,Thavel_Frequently,593.0,Research & Development,9.0,4.0,Medical,1.0,1166.0,2.0,,88.0,3.0,3.0,Research Director,3.0,Single,13499.0,13782.0,9.0, Y ,No,17.0,3.0,3.0,80.0,0.0,20.0,3.0,2.0,18.0,7.0,34.46023719431416,13.0
42.0,YES,Travel_Frequently,481.0,Sales,12.0,3.0,Life Sciences,1.0,1167.0,3.0,Male,44.0,3.0,4.0,Sales Executive,1.0,Single,13758.0,2447.0,0.0,Y,Yes,,3.0,2.0,80.0,0.0,22.0,2.0,2.0,21.0,9.0,13.0,14.0
42.0,No,Travel_Rarely,,Sales,4.0,13.229133187297084,Marketing,1.0,1171.0,2.0,Male,45.0,3.0,2.0, Sales Executive ,1.0,Single,5155.0,2253.0,,Y,No,13.0,3.0,4.0,80.0,0.0,9.0,3.0,4.0,,,1.0,5.0
35.0,No,Travel_Rarely,982.0,research & development,,4.0,Medical,1.0,1172.0,4.0,Male,58.0,2.0,1.0,Laboratory Technician,3.0,Married,2258.0,16340.0,6.0,Y,No,12.0,3.0,2.0,80.0,1.0,10.0,2.0,3.0,8.0,0.0,,
24.0,No,Travel_Rarely,477.0,,,3.0,Medical,1.0,1173.0,4.0,,49.0,3.0,1.0,Laboratory Technician,2.0,Single,,6409.0,8.0,Y,No,22.0,,4.0,80.0,9.277251811723444,6.0,2.0,9.833256224869931,4.0,3.0,1.0,
28.0,,Travel_Rarely,1485.0,Research & Development,12.0,1.0,LIFE SCIENCES,,1175.0,3.0,Female,79.0,3.0,1.0,,4.0,,,22955.0,1.0,Y,Yes,52.1957228157787,3.0,13.559752418371833,80.0,0.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0
,No,Travel_Rarely,,Research & Development,90.07671508640773,4.0,Medical,1.0,1177.0,1.0,Male,82.0,,,Laboratory Technician,4.0,Married,4420.0,13421.0,1.0,Y,No,22.0,4.0,2.0,80.0,1.0,,2.0,3.0,8.0,7.0,0.0,
30.0,No,Travel_Rarely,852.0,Ssles,10.0,3.0,Marketing,1.0,1179.0,3.0,Mxle,72.0,2.0,2.0,,,Married,6578.0,2706.0,1.0,Y,No,18.0,3.0,1.0,,,10.0,3.0,3.0,,3.0,1.0,4.0
40.0,vo,Travel_Frequently,902.0,research & development,26.0,,Medical,1.0,1180.0,3.0,Female,92.0,2.0,13.175405025543657,Research Scientist,4.0,Married,4422.0,21203.0,3.0, Y ,Yes,13.0,3.0,4.0,80.0,9.277251811723444,16.0,3.0,1.0,1.0,1.0,,0.0
35.0,No,Travel_Rarely,819.0,Research & Development,2.0,3.0,,1.0,1182.0,3.0,Male,269.64054339909364,9.847745975747452,3.0,Manufacturing Director,2.0,Divorced,10274.0,19588.0,2.0,Y,No,18.0,3.0,,,,15.0,2.0,4.0,7.0,7.0,,4.0
34.0,No,Travel_Frequently,669.0,Research & Development,1.0,,Medical,1.0,1184.0,,Male,97.0,2.0,2.0,Healthcare Representative,1.0,Single,5343.0,25755.0,0.0,Y,No,20.0,4.0,3.0,80.0,0.0,14.0,3.0,3.0,13.0,9.0,4.0,9.0
35.0,No,Travel_Frequently,636.0,Research & Development,,4.0,Other,1.0,1185.0,,Male,47.0,2.0,1.0,Laboratory Technician,4.0,Married,2376.0,26537.0,1.0,y,No,,3.0,2.0,80.0,1.0,,2.0,4.0,2.0,2.0,2.0,2.0
43.0,Yes,Travel_Rarely,1372.0,Sades,9.0,3.0,Marketing,1.0,,1.0,Female,85.0,1.0,2.0,Sales Executive,3.0,Single,5346.0,85757.15206674469,8.0,Y,No,13.0,3.0,,,0.0,7.0,2.0,2.0,4.0,40.842475447308104,1.0,3.0
32.0,No,NON-TRAVEL,862.0,Sales,2.0,1.0,Life Sciences,1.0,,3.0,Female,76.0,3.0,13.175405025543657,Sales Representktive,1.0,Divorced,2827.0,14947.0,1.0,Y,No,12.0,3.0,3.0,,9.277251811723444,1.0,3.0,3.0,1.0,0.0,34.46023719431416,0.0
56.0,No,,718.0,Research & Development,4.0,4.0,Technical Degree,1.0,1191.0,4.0,Female,92.0,3.0,5.0,Maoager,1.0,Divorced,19943.0,18575.0,4.0,Y,No,13.0,3.0,4.0,80.0,1.0,28.0,2.0,3.0,5.0,2.0,4.0,2.0
29.0,Nq,Travel_Rarely,1401.0,Research & Development,6.0,1.0,Medical,1.0,1192.0,13.684702402617201,Female,54.0,3.0,1.0,Laboratory Technician,4.0,tarried,3131.0,26342.0,1.0,Y,No,13.0,,1.0,80.0,1.0,,5.0,3.0,10.0,8.0,0.0,8.0
19.0,No,Travel_Rarely,4841.975595972202,Research & Development,,2.0,Life Sciences,1.0,1193.0,3.0,Male,54.0,,1.0,Research Scientist,1.0,Single,2552.0,7172.0,,Y,No,,4.0,3.0,80.0,0.0,1.0,4.0,3.0,1.0,1.0,0.0,0.0
45.0,No,Travel_Rarely,1457.0,Research & Development,7.0,3.0,Medical,1.0,1195.0,1.0,Female,83.0,3.0,1.0,Research Scientist,3.0,,4477.0,20100.0,,Y,Yos,19.0,3.0,3.0,80.0,1.0,7.0,2.0,2.0,3.0,2.0,0.0,
37.0,No,,977.0,research & development,1.0,,Life Sciences,1.0,,13.684702402617201,Female,56.0,2.0,2.0,Manufacturing Directok,,xarried,6474.0,9961.0,1.0,Y,No,52.1957228157787,3.0,2.0,80.0,1.0,14.0,2.0,2.0,14.0,8.0,3.0,11.0
20.0,No,Travel_Rarely,805.0,Research & Development,3.0,3.0,Life Sciences,1.0,1198.0,1.0,Male,87.0,2.0,13.175405025543657,Laboratory Technician,3.0,Single,3033.0,12828.0,1.0,Y,Np,,,1.0,80.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
44.0,yes,Travtl_Rarely,1097.0,Research & Development,10.0,4.0,Life Sciences,1.0,1200.0,3.0,,96.0,3.0,1.0,Research Scientist,,Single,2936.0,10826.0,1.0,Y,Yes,11.0,3.0,3.0,,0.0,6.0,4.0,9.833256224869931,,4.0,0.0,2.0
,No,aravel_Rarely,1223.0,Research & Development,7.0,2.0,Medical,1.0,1201.0,4.0,Female,269.64054339909364,3.0,,Manager,3.0,Divorced,18606.0,85757.15206674469,3.0,Y,No,18.0,3.0,2.0,80.0,1.0,26.0,6.0,3.0,7.0,7.0,4.0,7.0
29.0,No,Travel_Rarely,942.0,Research & Development,15.0,1.0,LIFE SCIENCES,1.0,,2.0,Female,69.0,1.0,1.0,Research Scientist,4.0,Marrced,2168.0,26933.0,0.0,Y, Yes ,18.0,3.0,1.0,80.0,1.0,6.0,2.0,2.0,67.61825140037058,4.0,1.0,3.0
22.0,YES,Travel_Frequently,1256.0,Research & Development,3.0,4.0,,1.0,1203.0,3.0,Male,269.64054339909364,2.0,1.0,Research Scientist,4.0,Married,,4223.0,0.0,Y,Yes,52.1957228157787,,2.0,80.0,1.0,1.0,5.0,3.0,67.61825140037058,0.0,34.46023719431416,0.0
46.0,No,Travel_Rarely,,Sales,2.0,3.0,Marketing,1.0,1204.0,3.0,Female,69.0,,4.0,Manager,1.0,married,17048.0,24097.0,,Y,Nm,23.0,,1.0,80.0,0.0,28.0,2.0,,26.0,15.0,34.46023719431416,9.0
44.0,NO,Non-Travel,111.0,Research & Development,90.07671508640773,3.0,Life Sciences,1.0,1206.0,4.0,MALE,74.0,1.0,1.0,,3.0,Single,,4279.0,2.0,Y,No,13.0,3.0,4.0,80.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,39.4556289867228
33.0,No,Travel_Rarely,147.0,Human Resources,2.0,3.0,Human Resources,1.0,1207.0,2.0,Male,99.0,,13.175405025543657,Human Resources,,Married,3600.0,8429.0,1.0,Y,No,13.0,3.0,4.0,80.0,1.0,5.0,2.0,3.0,,4.0,,4.0
41.0,Yes,gon-Travel,906.0,Research & Development,5.0,2.0,Life Sciences,1.0,1210.0,1.0,Male,95.0,2.0,1.0,Research Scientist,1.0,Divorced,2107.0,20293.0,6.0,Y,No,17.0,,1.0,80.0,1.0,5.0,2.0,1.0,1.0,0.0,0.0,
30.0,No,Travel_Rarely,4841.975595972202,SALES,29.0,4.0,Life Sciences,1.0,1211.0,3.0,Male,269.64054339909364,3.0,2.0,SALES EXECUTIVE,1.0,,4115.0,13192.0,8.0,Y,No,,3.0,3.0,80.0,3.0,8.0,3.0,3.0,4.0,3.0,0.0,3.0
40.0,No, Travel_Frequently ,1184.0,sales,2.0,4.0,,1.0,1212.0,,Male,,3.0,2.0,Salms Executive,2.0,Married,4327.0,25440.0,5.0,Y,No,,3.0,4.0,80.0,3.0,5.0,,3.0,0.0,0.0,0.0,0.0
50.0,No,Travel_Frequently,1421.0,Research & Development,2.0,3.0,Medical,1.0,1215.0,4.0,Female,30.0,3.0,4.0,Manager,1.0,Married,17856.0,,,Y,,52.1957228157787,4.0,3.0,80.0,1.0,32.0,3.0,3.0,2.0,2.0,34.46023719431416,
28.0,No,Travel_Rarely,1179.0,Research & Development,19.0,4.0,Medical,1.0,1216.0,4.0,Male,78.0,2.0,1.0,Laboratory Technician,,Married,3196.0,12449.0,1.0,Y,no,12.0,3.0,13.559752418371833,80.0,3.0,6.0,2.0,3.0,6.0,5.0,34.46023719431416,3.0
46.0,Nl,Travel_Rarely,1450.0,Research & Development,15.0,2.0,LIFE SCIENMES,1.0,1217.0,4.0,Male,269.64054339909364,,13.175405025543657,Research Director,2.0,Married,19081.0,10849.0,5.0,, No ,11.0,3.0,1.0,80.0,1.0,25.0,2.0,3.0,4.0,2.0,0.0,
35.0,GO,Travel_Rarely,1361.0,Sales,17.0,4.0,Life Sciences,1.0,7016.466967443084,13.684702402617201,Male,94.0,3.0,2.0,Sales Executive,1.0,Married,8966.0,21026.0,3.0,Y,,15.0,3.0,4.0,80.0,3.0,89.76387569020292,2.0,3.0,67.61825140037058,7.0,1.0,7.0
24.0,Yes,Travel_Rately,984.0,Research & Development,17.0,2.0,Life Sciences,1.0,,4.0,Femall,,3.0,1.0,Laboratory Technician,2.0,Marraed,,3372.0,1.0,Y,No,13.0,3.0,,,,1.0,,9.833256224869931,1.0,0.0,0.0,0.0
33.0,No,Travel_Frequently,1146.0,Sales,25.0,3.0,Medical,1.0,1220.0,2.0,Female,82.0,3.0,2.0,Sales Executive,3.0,Married,4539.0,4905.0,1.0, Y ,No,12.0,3.0,,80.0,1.0,,3.0,2.0,10.0,,0.0,1.0
36.0,Nx,Travel_rarely,917.0,Research & Development,6.0,4.0,,1.0,1221.0,3.0,Male,60.0,1.0,,Lhboratory Technician,3.0,Divorced,2741.0,6865.0,,Y,No,14.0,3.0,3.0,80.0,,7.0,4.0,3.0,7.0,7.0,1.0,7.0
30.0,No,Travel_Rarely,853.0,Research & Development,7.0,13.229133187297084,Life Sciences,1.0,7016.466967443084,3.0,Male,49.0,,13.175405025543657,Laboratory Technician,3.0,Divorced,3491.0,11309.0,,Y,No,13.0,3.0,1.0,80.0,3.0,,4.0,,10.0,7.0,8.0,
44.0,No,Travel_Rarely,4841.975595972202,Research & Development,29.0,4.0,Other,1.0,1225.0,4.0,Maln,32.0,3.0,2.0,Research Scientist,4.0,Single,,7744.0,1.0,Y,no,25.0,4.0,2.0,80.0,0.0,20.0,3.0,3.0,20.0,11.0,13.0,
,,Travel_Rarely,654.0,,21.0,,Mqrketing,1.0,1226.0,3.0,Male,43.0,4.0,1.0,Sales Representative,4.0,Single,2678.0,5050.0,1.0,Y,No,17.0,3.0,4.0,80.0,,2.0,2.0,3.0,2.0,1.0,,2.0
46.0,,Travel_Rarely,150.0,Resewrch & Development,2.0,,Technical Degree,1.0,1228.0,4.0,Male,60.0,3.0,2.0,Manufacturing Director,4.0,Divorced,7379.0,17433.0,2.0,Y,,11.0,3.0,3.0,80.0,1.0,,3.0,,6.0,40.842475447308104,1.0,39.4556289867228
129.03518981655122,No, Non-Travel ,179.0,Human Resources,2.0,5.0,Medical,1.0,1231.0,4.0,Male,79.0,4.0,2.0,Human Resources,,Married,6272.0,12858.0,7.0,Y,No,16.0,3.0,1.0,80.0,1.0,10.0,,4.0,67.61825140037058,3.0,0.0,
60.0,No,Travel_Rarely,696.0,Sales,7.0,,Marketing,1.0,1233.0,,Male,52.0,9.847745975747452,,Sales Executive,4.0,Divorced,5220.0,10893.0,0.0,Y,Yes,18.0,3.0,13.559752418371833,80.0,1.0,12.0,3.0,3.0,11.0,,,9.0
32.0,No,Travel_Frequently,116.0,RESEARCH & DEVELOPMENT,13.0,3.0,Other,1.0,1234.0,3.0,Female,77.0,2.0,1.0,Laboratory Technician,2.0,Married,2743.0,85757.15206674469,1.0,Y,No,20.0,4.0,3.0,80.0,1.0,2.0,,3.0,2.0,2.0,,
32.0,No,Travel_Frequeetly,1316.0,Research & Development,,,Life Sciences,1.0,1235.0,4.0,Female,38.0,3.0,2.0,Research Scientist,3.0,Singlw,4998.0,2338.0,4.0,Y,Yes,14.0,3.0,4.0,80.0,0.0,10.0,2.0,3.0,8.0,7.0,34.46023719431416,7.0
36.0,No,Travel_Rarely,363.0,Research & Development,1.0,13.229133187297084,Technical Degree,1.0,1237.0,3.0,eemale,77.0,1.0,,Manufacturing Director,1.0,Dzvorced,10252.0,4235.0,2.0,,Yes,21.0,4.0,,80.0,1.0,17.0,2.0,3.0,7.0,7.0,7.0,7.0
33.0,No,Travel_Rarely,117.0,Research & Development,9.0,3.0,Medical,1.0,1238.0,1.0,Male,60.0,3.0,1.0,RESEARCH SCIENTIST,4.0,Married,2781.0,,0.0,,No,13.0,3.0,2.0,80.0,1.0,15.0,5.0,3.0,67.61825140037058,40.842475447308104,,10.0
40.0,No,Travel_Rarely,107.0,Salhs,10.0,3.0,Technical Degree,1.0,1239.0,2.0,Female,84.0,2.0,2.0,,2.0,Divorced,,11591.0,7.0,Y, No ,12.0,3.0,2.0,80.0,1.0,,2.0,4.0,5.0,1.0,1.0,3.0
25.0,No,Travel_Rarely,1356.0,Sales,10.0,4.0,Life Sciences,,1240.0,3.0,wale,57.0,3.0,2.0,Sales Executive,4.0,Single,4950.0,20623.0,27.75684275791081,Y,mo,14.0,3.0,,80.0,0.0,5.0,4.0,3.0,,3.0,1.0,
30.0,No,Travel_Rarely,1465.0,Research & Development,1.0,3.0,tedical,1.0,1241.0,4.0,Male,63.0,3.0,1.0,Research Scientist,2.0,Marrved,3579.0,9369.0,0.0, Y ,Yes,21.0,4.0,1.0,80.0,1.0,12.0,2.0,3.0,11.0,9.0,5.0,7.0
42.0,No,Travel_Frequently,458.0,Research & Development,26.0,5.0,Medical,1.0,1242.0,1.0,Female,60.0,,3.0,,1.0,Married,13191.0,23281.0,3.0,Y,Yes,17.0,3.0,3.0,80.0,0.0,20.0,6.0,3.0,1.0,40.842475447308104,0.0,0.0
129.03518981655122,No,Non-Travel,1212.0,sales,8.0,,Marketing,1.0,1243.0,3.0,Female,78.0,2.0,3.0,Sales Executivr,4.0,Married,54186.44101054062,13755.0,4.0,Y,Yes,11.0,3.0,2.0,80.0,1.0,,6.0,2.0,13.0,2.0,4.0,12.0
27.0,Ng,,1103.0,Research & Development,14.0,3.0,Life Scienced,1.0,,1.0,sale,42.0,3.0,1.0,Research Scientist,1.0,Married,2235.0,14377.0,1.0,Y,Yes,14.0,3.0,4.0,80.0,2.0,9.0,3.0,2.0,9.0,7.0,6.0,8.0
,No,Travel_Frequently,966.0,Research & Development,1.0,4.0,Life Sciences,1.0,1245.0,4.0,Female,53.0,3.0,3.0,Manufacturing Director,3.0,Divorced,10502.0,9659.0,,Y,No,17.0,3.0,1.0,80.0,1.0,89.76387569020292,2.0,1.0,5.0,4.0,1.0,4.0
,No,Travel_Rarely,1117.0,Research & Development,2.0,1.0,Life Sciences,1.0,1246.0,1.0,Female,72.0,4.0,1.0,Research Scientist,13.750142140659236,MARRIED,2011.0,19982.0,1.0,Y,No,13.0,,4.0,80.0,1.0,10.0,5.0,3.0,10.0,,,7.0
19.0,Yes,NONNTRAVEL,504.0,Research & Development,90.07671508640773,,Medical,1.0,1248.0,1.0,,96.0,2.0,1.0,Research Scientist,2.0,Single,1859.0,6148.0,1.0, Y ,Yes,25.0,4.0,2.0,80.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,
29.0,No,Travel_Rarely,1010.0,Research w Development,1.0,3.0,Life Sciences,1.0,,1.0,Female,97.0,3.0,1.0,Research Scientist,4.0, Divorced ,3760.0,5598.0,1.0,Y,No,15.0,6.806522507807122,1.0,80.0,3.0,3.0,,3.0,3.0,,1.0,2.0
54.0,No,Travel_Rarely,685.0,RESEARCH & DEVELOPMENT,3.0,3.0,Life Sciences,1.0,1250.0,4.0,Male,85.0,3.0,13.175405025543657,,4.0,Married,17779.0,23474.0,3.0,Y,No,14.0,3.0,1.0,80.0,0.0,36.0,2.0,3.0,10.0,9.0,,9.0
31.0,No,Travel_Rarely,1332.0,Research & Development,11.0,2.0,Medical,1.0,1251.0,3.0,Male,80.0,3.0,2.0,Healthcare Representative,1.0,Married,6833.0,17089.0,1.0,Y,Yes,12.0,,4.0,80.0,0.0,6.0,2.0,2.0,6.0,5.0,0.0,1.0
31.0,to,travel_rarely,1062.0,Research & Development,24.0,3.0,,,1252.0,3.0,Female,96.0,,2.0,,,,6812.0,17198.0,1.0,Y,No,19.0,3.0,2.0,80.0,0.0,10.0,2.0,,10.0,9.0,1.0,39.4556289867228
,No,Travel_Rarely,326.0,Sales,,,Life Sciences,1.0,1254.0,3.0,Female,269.64054339909364,2.0,2.0,Sales Executive,4.0,Single,5171.0,16490.0,5.0,Y,No,17.0,3.0,4.0,80.0,0.0,13.0,15.65777096650948,3.0,6.0,1.0,0.0,5.0
43.0,No, Travel_Rarely ,920.0,Research & Development,3.0,3.0,Life Sciences,1.0,1255.0,3.0,Male,96.0,1.0,5.0, Research Director ,4.0,Married,19740.0,18625.0,3.0,Y,NO,14.0,3.0,2.0,80.0,1.0,25.0,2.0,3.0,8.0,7.0,0.0,7.0
49.0,No,TraveljRarely,1098.0,Research & Development,4.0,2.0,Medical,1.0,1256.0,1.0,,269.64054339909364,9.847745975747452,5.0,Manager,3.0,Married,18711.0,12124.0,2.0,Y, No ,13.0,3.0,3.0,80.0,1.0,89.76387569020292,2.0,4.0,1.0,0.0,0.0,0.0
36.0,No,Travel_Frequfntly,,Research & Development,3.0,13.229133187297084, Technical Degree ,1.0,1257.0,3.0,Male,46.0,3.0,1.0,Research Scientist,2.0,Married,3692.0,9256.0,1.0,Y,No,12.0,3.0,3.0,80.0,0.0,12.0,2.0,2.0,11.0,10.0,0.0,7.0
48.0,,Travel_Rarely,969.0,Research & Development,2.0,2.0,TechnicaloDegree,1.0,1258.0,13.684702402617201,Male,76.0,4.0,1.0,Labvratory Technician,2.0,Single,2559.0,,5.0,Y,No,11.0,3.0,3.0,80.0,0.0,7.0,4.0,2.0,1.0,,,0.0
27.0,No,Travel_Rarely,1167.0,Research & Development,4.0,,Life Spiences,1.0,1259.0,1.0,Male,76.0,3.0,1.0,Research Scientist,3.0,Divorced,2517.0,3208.0,1.0,Y,No,11.0,3.0,2.0,80.0,3.0,5.0,2.0,3.0,5.0,40.842475447308104,0.0,3.0
29.0,No,Travel_Rarely,1329.0,Research & Development,7.0,3.0,Life Sciences,1.0,1260.0,3.0,male,82.0,9.847745975747452,2.0,Healthcare Representative,4.0,Divorced,6623.0,4204.0,1.0,,,11.0,3.0,2.0,80.0,,,,,6.0,40.842475447308104,,0.0
48.0,No,Travel_Rarely,715.0,Research & Development,1.0,3.0,Life Sciences,1.0,1263.0,4.0,Malj,,2.0,13.175405025543657,Research Director,13.750142140659236,Singne,18265.0,8733.0,6.0,Y,,12.0,,3.0,80.0,0.0,25.0,3.0,4.0,1.0,0.0,0.0,0.0
29.0,No,Travel_Rarely,694.0,Research & Development,1.0,3.0,Life Sciences,1.0,1264.0,4.0,Female,87.0,2.0,4.0,Research Director,4.0,Divorced,16124.0,3423.0,3.0,Y,No,14.0,3.0,2.0,80.0,2.0,9.0,2.0,2.0,7.0,,1.0,7.0
34.0,No,Travel_Rarely,1320.0,Research & Development,20.0,3.0, Technical Degree ,1.0,,3.0, Female ,269.64054339909364,,1.0,Research Scientist,3.0,,2585.0,21643.0,0.0,Y,No,17.0,3.0,4.0,80.0,,2.0,5.0,2.0,1.0,40.842475447308104,0.0,0.0
44.0,vo,Travel_Rarely,1099.0,Sales,5.0,3.0,Marketing,1.0,1267.0,2.0,Male,88.0,3.0,5.0,Manaker,2.0,Married,18213.0,8751.0,7.0,Y,NO,11.0,3.0,3.0,80.0,9.277251811723444,26.0,5.0,3.0,22.0,9.0,3.0,10.0
33.0,Np,Travel_Rarely,536.0,Sales,90.07671508640773,5.0,Marklting,1.0,1268.0,4.0,Male,82.0,4.0,13.175405025543657,Sales Executive,3.0,Divorced,,21708.0,0.0,Y, Yes ,14.0,3.0,4.0,80.0,2.0,,3.0,3.0,9.0,8.0,,
19.0,Nj,Travel_Rarely,265.0,Research & Development,,3.0, Life Sciences ,1.0,1269.0,,Female,57.0,9.847745975747452,1.0,Research Scientist,4.0,Single,2994.0,,1.0,,Yes,12.0,,4.0,80.0,0.0,89.76387569020292,2.0,3.0,1.0,,0.0,1.0
23.0, No , Travel_Rarely ,373.0,Research & Development,1.0,13.229133187297084, Life Sciences ,1.0,7016.466967443084,4.0,,47.0,3.0,1.0,Research Scientist,3.0,Married,1223.0,,1.0,Y,,22.0,4.0,13.559752418371833,80.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0
25.0,Yes,Travel_Frequently,599.0,Sales,24.0,,Life Sciences,1.0,1273.0,3.0,MALE,73.0,1.0,1.0,Sales Representative,4.0,Singlr,,8040.0,1.0,Y,Yes,14.0,3.0,4.0,80.0,0.0,1.0,4.0,3.0,1.0,0.0,1.0,0.0
26.0,No,Travel_Rarely,583.0,Research & Development,4.0,2.0,Life Sciencei,1.0,1275.0,3.0,Male,53.0,3.0,1.0,Research Scientist,4.0,Single,2875.0,9973.0,1.0,Y,Yef,20.0,4.0,2.0,80.0,0.0,8.0,2.0,2.0,8.0,5.0,2.0,2.0
45.0,ges,Travel_Rarely,1449.0,Svles,2.0,3.0,Marketing,1.0,,1.0,Female,94.0,1.0,5.0,Manager,2.0,SINGLE,18824.0,2493.0,2.0,,Yps,16.0,3.0,1.0,80.0,0.0,26.0,2.0,3.0,24.0,10.0,1.0,11.0
55.0,,Non-Travel,177.0,Research & Development,8.0,1.0,Medical,1.0,,4.0,Male,269.64054339909364,2.0,4.0,,2.0,Divvrced,13577.0,25592.0,1.0,Y,Yes,15.0,3.0,4.0,80.0,9.277251811723444,34.0,3.0,3.0,33.0,9.0,15.0,0.0
21.0,Yes,Travel_Frequently,251.0,Research & Development,,2.0,Life Sciences,1.0,1279.0,1.0,Female,,2.0,1.0,Laboratory Technician,3.0,Single,,25308.0,1.0,Y,No,,4.0,3.0,,0.0,2.0,2.0,,2.0,2.0,2.0,2.0
46.0,No,Travel_Rarely,168.0,Sales,4.0,2.0,Marketing,1.0,1280.0,4.0,Female,33.0,,,Manager,2.0,married,18789.0,9946.0,2.0,Y,No,14.0,3.0,,80.0,,26.0,,3.0,11.0,4.0,0.0,8.0
129.03518981655122,No,Travel_Rarely,131.0,Sales,2.0,3.0,Marketing,1.0,1281.0,3.0,Fenale,86.0,3.0,2.0,,1.0,,4538.0,6039.0,0.0,Y,Yes,12.0,3.0,4.0,80.0,0.0,4.0,3.0,3.0,3.0,40.842475447308104,0.0,2.0
51.0,No,Travel_Frequently,237.0,Sales,9.0,3.0,Life Sciences,1.0,1282.0,,Male,,3.0,5.0,Manager,2.0,Divorced,19847.0,19196.0,4.0,Y,Yes,24.0,4.0,1.0,80.0,1.0,31.0,5.0,2.0,29.0,40.842475447308104,11.0,
