Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
1.0,66.0,Yes,8.0,7.0,42.0
9.0,75.0,No,8.0,,69.0
6.0,54.0,yes,5.0,5.0,44.0
2.0,76.0,No,9.0,5.0,54.0
5.0,97.0,Yes,7.0,5.0,87.0
4.0,44.0,Yes,6.0,9.0,28.0
7.0,78.0,Nl,8.0,5.0,70.0
8.0,48.0,Yes,7.0,,44.0
1.0,46.0,No,9.0,,23.0
5.0,80.0,No,6.0,0.0,61.0
3.0,59.0,Yes,8.0,9.0,43.0
1.0,,Yes,4.0,5.0,22.0
3.0,65.0,Yes,8.0,7.0,47.0
6.0,43.0,No,6.0,0.0,247.73254528643105
7.0,77.0,Yes,7.0,5.0,71.0
8.0,63.0,Yes,4.0,8.0,59.0
4.0,53.0,yes,6.0,5.0,37.0
3.0,80.0,Yes,9.0,1.0,
,40.0,No,6.0,0.0,24.0
9.0,56.0,Yes,8.0,3.0,52.0
6.0,243.12340246831906,No,9.0,5.0,74.0
9.0,63.0,Yes,5.0,9.0,60.0
6.0,66.0,Yes,5.0,9.0,59.0
30.91532574884556,46.0,Yes,4.0,8.0,20.0
5.0,48.0,,23.458558266338233,4.0,33.0
9.0,82.0,No,7.0,6.0,80.0
8.0,74.0,Yes,4.0,5.0,
,97.0,,9.0,,90.0
1.0,51.0,No,4.0,8.0,29.0
4.0,60.0,Yes,8.0,4.0,44.0
7.0,42.0,Yes,9.0,1.0,
,54.0,Yes,7.0,7.0,247.73254528643105
6.0,60.0,Yes,6.0,2.0,
8.0,49.0,Yes,9.0,8.0,44.0
6.0,,Yes,6.0,4.0,59.0
3.0,85.0,No,6.0,0.0,60.0
4.0,98.0,Yes,4.0,3.0,78.0
3.0,91.0,,8.0,,73.0
1.0,45.0,Yes,4.0,invalid,247.73254528643105
5.0,41.0,Yes,5.0,invalid,26.0
1.0,68.0,No,5.0,7.0,42.0
1.0,94.0,No,6.0,8.0,71.0
2.0,79.0,No,8.0,8.0,57.0
4.0,72.0,yes,9.0,5.0,55.0
6.0,43.0,Yes,6.0,4.0,29.0
8.0,98.0,Ng,9.0,6.0,96.0
3.0,43.0,NO,6.0,8.0,23.0
1.0,68.0,Yes,4.0,4.0,42.0
,,Yes,6.0,2.0,54.0
3.0,99.0,ves,6.0,8.0,83.0
5.0,243.12340246831906,Yes,8.0,9.0,
4.0,59.0,,8.0,0.0,42.0
4.0,243.12340246831906,No,,0.0,65.0
9.0,62.0,Yes,8.0,,60.0
7.0,84.0,No,6.0,3.0,77.0
4.0,57.0,Yes,8.0,,41.0
,88.0,No,8.0,6.0,
6.0,64.0,No,7.0,1.0,
3.0,40.0,,7.0,6.0,21.0
,93.0,Yes,5.0,7.0,82.0
9.0,54.0,Yes,4.0,7.0,52.0
6.0,73.0,Yes,4.0,,60.0
4.0,87.0,,8.0,8.0,71.0
5.0,59.0,No,5.0,invalid,45.0
30.91532574884556,93.0,Yes,5.0,9.0,82.0
3.0,76.0,No,9.0,9.0,57.0
8.0,66.0,,7.0,5.0,
4.0,61.0,No,23.458558266338233,3.0,41.0
8.0,,No,6.0,7.0,84.0
3.0,44.0,Yes,9.0,3.0,24.0
7.0,73.0,No,8.0,invalid,63.0
9.0,,Yes,6.0,,79.0
4.0,42.0,NO,23.458558266338233,3.0,20.0
8.0,56.0,No,7.0,0.0,50.0
3.0,63.0,Yes,6.0,invalid,43.0
30.91532574884556,63.0,No,,7.0,56.0
3.0,42.0,Yes,6.0,2.0,21.0
7.0,84.0,Yes,6.0,invalid,76.0
6.0,46.0,Yes,5.0,5.0,247.73254528643105
2.0,64.0,Yes,,0.0,42.0
3.0,95.0,Yes,23.458558266338233,4.0,78.0
6.0,42.0,Yes,8.0,5.0,247.73254528643105
4.0,54.0,Yes,9.0,7.0,39.0
6.0,68.0,No,9.0,6.0,56.0
1.0,89.0,Yes,8.0,5.0,63.0
1.0,68.0,No,4.0,1.0,38.0
3.0,49.0,NO,8.0,iwvalid,247.73254528643105
8.0,71.0,No,5.0,7.0,247.73254528643105
,62.0,Yeu,9.0,4.0,57.0
4.0,78.0,Yes,9.0,,63.0
30.91532574884556,48.0,,6.0,7.0,38.0
8.0,76.0,,5.0,4.0,68.0
7.0,91.0,No,9.0,,82.0
7.0,79.0, No ,5.0,8.0,70.0
4.0,53.0,No,5.0,8.0,
,,Yes,4.0,6.0,43.0
6.0,59.0,No,9.0,7.0,49.0
30.91532574884556,67.0,Yes,7.0,4.0,49.0
5.0,53.0,No,4.0,4.0,36.0
5.0,83.0,Yes,4.0,4.0,69.0
5.0,73.0,No,5.0,1.0,57.0
,52.0,Yes,7.0,2.0,247.73254528643105
9.0,70.0,No,23.458558266338233,7.0,
9.0,72.0,Yes,7.0,5.0,65.0
6.0,,Yes,,8.0,84.0
6.0,78.0,Yes,5.0,6.0,66.0
9.0,67.0,No,4.0,5.0,60.0
,64.0,No,7.0,3.0,44.0
6.0,71.0,NO,,invalid,61.0
,48.0,Yes,4.0,3.0,30.0
1.0,243.12340246831906,Yes,,,
7.0,97.0,No,4.0,4.0,85.0
,,No,7.0,1.0,58.0
9.0,56.0,,6.0,6.0,53.0
7.0,92.0,No,9.0,7.0,
7.0,62.0,Yes,4.0,9.0,55.0
2.0,52.0,Yes,8.0,,32.0
9.0,94.0,Yes,8.0,invzlid,94.0
9.0,49.0,No,5.0,,41.0
6.0,55.0,Yes,,4.0,43.0
3.0,45.0,No,6.0,0.0,25.0
30.91532574884556,87.0,Yes,7.0,5.0,247.73254528643105
4.0,50.0,NO,5.0,7.0,37.0
3.0,97.0,No,7.0,1.0,79.0
1.0,91.0,Yes,5.0,0.0,62.0
3.0,42.0,Yes,9.0,8.0,21.0
4.0,67.0,YES,6.0,1.0,49.0
8.0,80.0,Yes,9.0,7.0,77.0
9.0,,No,7.0,4.0,247.73254528643105
3.0,,No,5.0,1.0,79.0
30.91532574884556,,No,6.0,4.0,35.0
5.0,81.0,No,,8.0,66.0
30.91532574884556,91.0,No,4.0,invalid,74.0
,95.0,Yes,23.458558266338233,2.0,77.0
6.0,84.0,Yes,4.0,7.0,72.0
7.0,56.0,,6.0,0.0,48.0
9.0,46.0,Yes,7.0,8.0,42.0
7.0,67.0,Yes,7.0,8.0,59.0
6.0,77.0,,,3.0,66.0
1.0,52.0,Yes,8.0,7.0,27.0
30.91532574884556,99.0, Yes ,5.0,invalid,75.0
1.0,56.0,Yes,8.0,5.0,
9.0,54.0,NO,8.0,,51.0
9.0,75.0,Yes,6.0,9.0,74.0
7.0,67.0,Yes,9.0,7.0,63.0
,54.0,No,5.0,8.0,31.0
6.0,85.0,,8.0,7.0,79.0
4.0,92.0,Nt,,8.0,77.0
1.0,50.0,Yes,7.0,3.0,
1.0,95.0,No,6.0,9.0,69.0
5.0,70.0,Yes,,0.0,56.0
2.0,43.0,No,5.0,6.0,18.0
4.0,,Yes,,9.0,55.0
1.0,73.0,Yes,4.0,3.0,45.0
,91.0,No,,invalid,74.0
6.0,66.0,,4.0,2.0,
4.0,49.0,YES,,6.0,34.0
1.0,69.0,Yes,7.0,2.0,44.0
7.0,84.0,Yeb,5.0,0.0,73.0
2.0,59.0,No,9.0,6.0,
9.0,68.0,No,23.458558266338233,7.0,64.0
3.0,97.0,No,6.0,,75.0
8.0,92.0,Yis,4.0,5.0,84.0
,243.12340246831906,No,8.0,2.0,62.0
3.0,62.0,No,8.0,4.0,
4.0,96.0,Yes,9.0,2.0,81.0
30.91532574884556,89.0,Nq,8.0,1.0,66.0
4.0,60.0,No,9.0,6.0,45.0
9.0,87.0,No,5.0,9.0,84.0
2.0,82.0,Yes,6.0,invalid,60.0
3.0,49.0,No,23.458558266338233,7.0,26.0
4.0,80.0,,5.0,0.0,64.0
5.0,51.0,No,7.0,1.0,32.0
1.0,69.0,Yes,7.0,1.0,48.0
7.0,90.0,Yes,7.0,2.0,83.0
7.0,72.0,No,9.0,6.0,62.0
9.0,57.0,oo,9.0,6.0,55.0
4.0,53.0,No,,,36.0
,61.0,Yes,7.0,0.0,52.0
2.0,60.0,Yes,9.0,1.0,35.0
4.0,40.0, No ,23.458558266338233,7.0,21.0
2.0,88.0,No,8.0,8.0,67.0
5.0,82.0,,9.0,9.0,71.0
7.0,91.0,,7.0,6.0,87.0
30.91532574884556,99.0,No,5.0,0.0,70.0
7.0,54.0,Yes,7.0,3.0,43.0
6.0,75.0,No,8.0,9.0,69.0
6.0,86.0,No,7.0,7.0,75.0
,,Yes,4.0,4.0,85.0
8.0,61.0,No,8.0,0.0,56.0
6.0,71.0,No,6.0,6.0,247.73254528643105
3.0,97.0,Nq,7.0,,78.0
5.0,85.0,,9.0,8.0,71.0
30.91532574884556,93.0,do,5.0,,68.0
5.0,72.0,No,7.0,3.0,60.0
9.0,97.0,No,5.0,invalid,95.0
1.0,243.12340246831906,yes,4.0,3.0,51.0
30.91532574884556,98.0,Yes,6.0,2.0,84.0
6.0,243.12340246831906,No,9.0,6.0,68.0
,,Yes,,4.0,
9.0,,No,8.0,8.0,79.0
,94.0,,,,83.0
5.0,41.0,Yes,23.458558266338233,8.0,28.0
7.0,41.0,so,4.0,5.0,31.0
1.0,,,,5.0,50.0
5.0,94.0,Yes,4.0,5.0,79.0
2.0,90.0,Yes,7.0,6.0,247.73254528643105
4.0,68.0,Yes,5.0,3.0,
7.0,91.0,Yes,6.0,3.0,81.0
5.0,85.0,Yes,5.0,8.0,247.73254528643105
6.0,243.12340246831906,Yes,5.0,6.0,85.0
2.0,42.0,,5.0,9.0,20.0
3.0,78.0,Yes,5.0,5.0,
7.0,46.0,Yes,8.0,,36.0
,75.0,No,4.0,,49.0
,68.0,No,6.0,5.0,247.73254528643105
5.0,94.0,Yes,,3.0,79.0
1.0,76.0,No,9.0,7.0,53.0
4.0,88.0,No,5.0,6.0,
2.0,97.0,No,6.0,,74.0
4.0,,No,7.0,8.0,
1.0,62.0,,6.0,0.0,32.0
2.0,243.12340246831906,No,5.0,2.0,59.0
8.0,,No,6.0,1.0,48.0
6.0,87.0,Yes,4.0,2.0,
2.0,70.0,No,5.0,1.0,46.0
6.0,,Yes,8.0,invalid,63.0
9.0,89.0,No,4.0,invaliv,87.0
7.0,40.0,No,6.0,invalid,29.0
9.0,57.0,Yes,,3.0,51.0
5.0,97.0,go,9.0,4.0,81.0
7.0,79.0,No,4.0,4.0,70.0
7.0,82.0,Yes,9.0,0.0,75.0
3.0,243.12340246831906,No,7.0,5.0,247.73254528643105
7.0,,No,4.0,4.0,
1.0,,Yes,,5.0,
9.0,87.0,Yes,9.0,3.0,84.0
6.0,88.0,,,,76.0
5.0,56.0,Yes,9.0,8.0,247.73254528643105
7.0,83.0,No,6.0,0.0,73.0
5.0,49.0,wo,5.0,5.0,247.73254528643105
5.0,59.0,Yes,,0.0,
7.0,45.0,Yes,6.0,6.0,247.73254528643105
7.0,47.0,Yes,5.0,3.0,39.0
30.91532574884556,84.0,Yes,5.0,,67.0
3.0,73.0,No,8.0,6.0,53.0
,71.0,Yen,7.0,4.0,50.0
6.0,90.0,Yes,7.0,8.0,80.0
6.0,93.0,No,4.0,7.0,
3.0,,No,,invalid,60.0
3.0,43.0,,8.0,0.0,23.0
8.0,83.0,No,9.0,invalid,80.0
8.0,89.0,No,6.0,7.0,83.0
7.0,78.0,No,9.0,invalid,247.73254528643105
4.0,59.0,,9.0,6.0,247.73254528643105
,63.0,No,9.0,3.0,45.0
30.91532574884556,63.0,,4.0,6.0,42.0
5.0,94.0,Yls,4.0,0.0,78.0
3.0,65.0,YES,8.0,0.0,43.0
,64.0,No,,1.0,55.0
7.0,243.12340246831906,Yes,8.0,4.0,67.0
3.0,46.0,No,4.0,9.0,247.73254528643105
9.0,49.0,No,7.0,invalid,48.0
5.0,97.0,No,8.0,1.0,81.0
9.0,86.0,No,7.0,0.0,84.0
7.0,51.0,Yes,7.0,8.0,
7.0,40.0,,8.0,6.0,31.0
6.0,91.0,No,6.0,invalid,83.0
2.0,89.0,Yes,5.0,5.0,70.0
9.0,64.0,Yes,4.0,8.0,57.0
6.0,55.0,No,9.0,7.0,
8.0,243.12340246831906,No,4.0,3.0,37.0
1.0,243.12340246831906,Yes,9.0,4.0,33.0
5.0,43.0,Yes,6.0,1.0,28.0
1.0,45.0,No,5.0,,16.0
8.0,65.0,No,6.0,,60.0
8.0,88.0,ges,5.0,2.0,81.0
1.0,78.0,yo,8.0,3.0,54.0
9.0,95.0,wo,8.0,0.0,94.0
,94.0,,23.458558266338233,5.0,74.0
9.0,78.0,Yfs,7.0,7.0,76.0
1.0,48.0,Yes,7.0,9.0,19.0
9.0,84.0,,9.0,3.0,83.0
4.0,91.0,Yes,8.0,,73.0
9.0,53.0,No,23.458558266338233,7.0,52.0
7.0,87.0,Yes,7.0,9.0,81.0
6.0,94.0,Yes,9.0,,84.0
5.0,48.0,Yes,8.0,6.0,
9.0,,No,6.0,,53.0
2.0,76.0,No,4.0,inzalid,55.0
2.0,89.0,No,8.0,3.0,66.0
9.0,92.0,Yes,9.0,5.0,247.73254528643105
,59.0,No,23.458558266338233,6.0,43.0
8.0,47.0,No,8.0,7.0,39.0
9.0,71.0,No,7.0,5.0,68.0
30.91532574884556,86.0,bo,9.0,3.0,81.0
4.0,60.0,Yes,7.0,8.0,45.0
,96.0,No,,invalid,75.0
4.0,80.0,wo,7.0,,64.0
9.0,,Yes,7.0,2.0,247.73254528643105
2.0,68.0,,6.0,4.0,45.0
3.0,243.12340246831906,,8.0,0.0,75.0
8.0,70.0,pes,6.0,7.0,64.0
6.0,93.0,ges,7.0,0.0,81.0
,,No,6.0,0.0,
7.0,43.0,Yes,8.0,6.0,38.0
5.0,82.0,Yes,8.0,7.0,72.0
9.0,243.12340246831906,Yes,7.0,2.0,67.0
4.0,81.0,No,8.0,1.0,66.0
6.0,42.0,Yes,6.0,,32.0
2.0,40.0,Yes,,9.0,17.0
2.0,83.0,Yes,,4.0,59.0
,94.0,No,6.0,0.0,247.73254528643105
7.0,54.0,,6.0,1.0,41.0
2.0,86.0,Yes,6.0,invalid,62.0
2.0,60.0,No,8.0,5.0,38.0
9.0,85.0, No ,5.0,0.0,
7.0,97.0,No,7.0,,88.0
3.0,70.0,Yes,7.0,1.0,46.0
3.0,46.0,Yes,8.0,4.0,25.0
7.0,56.0,Yes,8.0,,247.73254528643105
5.0,95.0,Yes,4.0,4.0,81.0
6.0,58.0,,9.0,7.0,49.0
30.91532574884556,78.0,Yes,23.458558266338233,5.0,72.0
9.0,99.0,No,6.0,,96.0
1.0,42.0, Yes ,9.0,7.0,17.0
3.0,69.0,Yes,6.0,2.0,48.0
7.0,74.0,Yns,9.0,4.0,
6.0,97.0,Nj,7.0,invalid,85.0
7.0,96.0,No,9.0,6.0,85.0
8.0,68.0,,8.0,8.0,64.0
6.0,, No ,23.458558266338233,5.0,
3.0,91.0,Yes,7.0,9.0,
2.0,93.0,Yes,23.458558266338233,0.0,69.0
7.0,53.0,Yes,23.458558266338233,7.0,44.0
30.91532574884556,74.0,Yes,8.0,5.0,50.0
3.0,67.0,Yus,6.0,0.0,48.0
4.0,97.0,No,4.0,,77.0
1.0,69.0,No,,5.0,46.0
5.0,65.0,Yes,6.0,9.0,51.0
3.0,46.0,Yes,5.0,0.0,247.73254528643105
2.0,78.0,Yes,5.0,9.0,56.0
3.0,70.0,yes,5.0,4.0,47.0
30.91532574884556,44.0,No,8.0,2.0,42.0
,74.0,yes,7.0,6.0,64.0
7.0,89.0,Yes,5.0,7.0,80.0
6.0,86.0,Yes,8.0,2.0,73.0
6.0,91.0,Yes,4.0,9.0,
3.0,53.0,No,7.0,invalid,34.0
8.0,75.0,Yes,8.0,2.0,69.0
7.0,243.12340246831906,No,,5.0,54.0
7.0,63.0,No,7.0,5.0,56.0
6.0,,Yes,8.0,2.0,66.0
5.0,68.0,,23.458558266338233,5.0,247.73254528643105
,92.0,Yes,8.0,8.0,89.0
,84.0,Yes,4.0,,70.0
9.0,61.0,Yes,5.0,6.0,59.0
9.0,,,5.0,6.0,41.0
1.0,54.0,No,7.0,,28.0
6.0,88.0,No,4.0,6.0,
7.0,44.0,No,5.0,2.0,34.0
3.0,91.0,,7.0,7.0,68.0
7.0,43.0,Yes,6.0,igvalid,32.0
7.0,,Yes,5.0,0.0,44.0
2.0,57.0,No,5.0,9.0,35.0
7.0,81.0,Yes,9.0,4.0,74.0
1.0,88.0,,8.0,4.0,64.0
5.0,69.0,Nf,6.0,0.0,57.0
9.0,54.0,No,4.0,5.0,46.0
7.0,45.0,No,7.0,invalid,36.0
7.0,94.0,Yes,6.0,3.0,85.0
2.0,92.0,No,4.0,5.0,71.0
8.0,,No,5.0,5.0,49.0
3.0,86.0,Yes,9.0,0.0,71.0
8.0,79.0,Yes,7.0,4.0,
3.0,48.0,No,7.0,1.0,26.0
7.0,82.0,Yes,6.0,6.0,74.0
2.0,,No,8.0,,78.0
4.0,73.0,Yes,4.0,invrlid,247.73254528643105
6.0,66.0,no,9.0,8.0,55.0
9.0,52.0,Yes,9.0,6.0,51.0
5.0,75.0,Yes,6.0,6.0,57.0
9.0,66.0,Yes,8.0,,247.73254528643105
5.0,48.0,bo,8.0,,247.73254528643105
8.0,44.0,No,8.0,4.0,41.0
1.0,90.0,No,7.0,7.0,67.0
7.0,61.0,Yes,4.0,7.0,56.0
,70.0,Yeh,4.0,INVALID,51.0
5.0,42.0,Yes,6.0,0.0,26.0
6.0,69.0,No,5.0,5.0,56.0
5.0,60.0,,,9.0,247.73254528643105
1.0,74.0,No,4.0,0.0,52.0
9.0,45.0,no,7.0,4.0,
2.0,67.0,No,,4.0,41.0
9.0,71.0,No,5.0,2.0,64.0
,81.0,No,9.0,4.0,57.0
9.0,76.0,Yes,6.0,,72.0
6.0,64.0,Yes,8.0,4.0,52.0
9.0,71.0,Yes,5.0,0.0,67.0
6.0,74.0,nes,8.0,6.0,61.0
6.0,61.0,Yes,7.0,2.0,247.73254528643105
2.0,63.0,Yes,,6.0,42.0
8.0,78.0,No,6.0,4.0,71.0
3.0,93.0,Yes,6.0,invalid,74.0
7.0,69.0,No,8.0,5.0,
5.0,89.0,qo,8.0,0.0,76.0
30.91532574884556,71.0,No,4.0,5.0,50.0
1.0,70.0,ko,6.0,3.0,42.0
8.0,62.0,No,4.0,3.0,55.0
30.91532574884556,,Yes,,4.0,
,72.0,Yes,9.0,8.0,52.0
1.0,64.0,Yes,8.0,0.0,36.0
4.0,,No,5.0,2.0,53.0
30.91532574884556,63.0,Yes,8.0,3.0,54.0
3.0,70.0,Yes,8.0,1.0,47.0
1.0,,No,9.0,8.0,70.0
4.0,78.0,No,4.0,6.0,62.0
9.0,85.0,Yes,5.0,0.0,82.0
,52.0,No,5.0,8.0,26.0
30.91532574884556,49.0,No,,5.0,25.0
9.0,,No,9.0,1.0,55.0
2.0,,Yes,7.0,0.0,34.0
3.0,71.0,No,6.0,invalid,51.0
7.0,72.0,No,6.0,6.0,63.0
3.0,75.0,No,6.0,9.0,54.0
,67.0,No,5.0,5.0,62.0
6.0,55.0,No,,6.0,43.0
3.0,55.0, Yem ,8.0,,34.0
9.0,,Yes,5.0,7.0,56.0
1.0,47.0,No,8.0,1.0,24.0
3.0,81.0,,,8.0,65.0
1.0,55.0,Yes,23.458558266338233,8.0,31.0
2.0,94.0, Yes ,6.0,8.0,72.0
,95.0,No,7.0,6.0,90.0
7.0,50.0,No,6.0,8.0,43.0
2.0,45.0,Yes,5.0,0.0,23.0
2.0,40.0,No,,invalid,18.0
,51.0,no,7.0,1.0,44.0
6.0,96.0,Yes,9.0,0.0,84.0
5.0,77.0,Yes,5.0,4.0,62.0
6.0,67.0,,23.458558266338233,0.0,56.0
9.0,84.0,Yes,,2.0,87.0
7.0,97.0,No,6.0,5.0,89.0
9.0,56.0,Np,8.0,5.0,55.0
4.0,40.0,No,6.0,2.0,18.0
2.0,71.0,No,,3.0,46.0
8.0,47.0,Yls,5.0,6.0,42.0
4.0,93.0,Yes,6.0,5.0,72.0
9.0,79.0,co,4.0,1.0,75.0
,95.0,No,9.0,8.0,
8.0,82.0,No,,5.0,
9.0,85.0,Yes,8.0,1.0,81.0
9.0,63.0,Yes,9.0,6.0,63.0
4.0,49.0,YES,6.0,invalid,35.0
,86.0,No,6.0,9.0,63.0
3.0,78.0, No ,7.0,3.0,59.0
9.0,78.0,No,8.0,0.0,76.0
,49.0,Yes,8.0,9.0,33.0
5.0,75.0,xo,9.0,8.0,62.0
7.0,64.0,mes,6.0,9.0,58.0
5.0,99.0,No,4.0,7.0,82.0
4.0,89.0,No,7.0,4.0,73.0
2.0,98.0,Yes,4.0,2.0,75.0
2.0,96.0,Yes,,3.0,71.0
4.0,,No,8.0,2.0,30.0
9.0,58.0,Yes,8.0,9.0,
8.0,85.0,ges,4.0,7.0,80.0
3.0,84.0,Yes,5.0,ynvalid,65.0
9.0,54.0,Yes,6.0,7.0,51.0
5.0,55.0,Yes,8.0,0.0,44.0
,41.0,No,9.0,8.0,23.0
5.0,68.0,Nl,5.0,9.0,247.73254528643105
4.0,43.0,No,8.0,2.0,25.0
8.0,92.0,Nv,9.0,0.0,247.73254528643105
5.0,89.0,aes,,2.0,75.0
,68.0,No,5.0,1.0,60.0
9.0,70.0,Yes,4.0,6.0,64.0
4.0,56.0,,6.0,9.0,40.0
7.0,49.0,No,5.0,3.0,247.73254528643105
2.0,66.0,Yes,5.0,6.0,42.0
6.0,92.0,No,8.0,2.0,
8.0,80.0,No,9.0,unvalid,72.0
7.0,54.0,No,5.0,6.0,44.0
7.0,99.0,No,6.0,6.0,89.0
8.0,83.0,,4.0,4.0,
7.0,70.0,No,,5.0,62.0
5.0,243.12340246831906,No,4.0,2.0,46.0
7.0,99.0,Yes,4.0,3.0,94.0
3.0,98.0,No,6.0,,80.0
5.0,97.0,No,8.0,2.0,83.0
7.0,80.0,No,9.0,6.0,74.0
9.0,85.0,No,9.0,,85.0
2.0,84.0,,6.0,8.0,61.0
4.0,,no,23.458558266338233,3.0,85.0
7.0,,Yes,5.0,1.0,58.0
1.0,77.0,No,7.0,5.0,52.0
2.0,90.0,Nc,7.0,8.0,69.0
9.0,75.0,Yes,7.0,,78.0
7.0,91.0,Yes,23.458558266338233,9.0,82.0
7.0,56.0,No,9.0,1.0,47.0
6.0,90.0,no,6.0,3.0,247.73254528643105
3.0,42.0,No,9.0,4.0,
3.0,53.0,Yes,6.0,8.0,33.0
30.91532574884556,,Yes,9.0,6.0,247.73254528643105
6.0,,,,4.0,35.0
4.0,80.0,No,5.0,5.0,63.0
5.0,66.0,Yes,7.0,8.0,50.0
3.0,40.0,Yes,7.0,invalid,18.0
6.0,96.0,Yes,9.0,1.0,
3.0,56.0,Yes,4.0,4.0,
8.0,87.0,No,7.0,6.0,82.0
9.0,89.0,Yes,9.0,3.0,
4.0,73.0,Yes,8.0,0.0,59.0
9.0,53.0,No,9.0,7.0,56.0
7.0,93.0,les,6.0,4.0,86.0
3.0,94.0,NO,,invalid,247.73254528643105
7.0,243.12340246831906,Yes,7.0,1.0,90.0
1.0,243.12340246831906,No,8.0,2.0,28.0
3.0,42.0,Yes,5.0,9.0,21.0
6.0,73.0,No,9.0,9.0,64.0
,79.0,No,5.0,4.0,61.0
,64.0,Yes,23.458558266338233,3.0,54.0
3.0,41.0,,8.0,invalid,20.0
1.0,73.0,No,5.0,8.0,49.0
9.0,65.0,Yes,,7.0,65.0
6.0,70.0,,8.0,1.0,61.0
30.91532574884556,48.0,No,9.0,4.0,
3.0,69.0,Yes,6.0,invalid,49.0
8.0,59.0,,6.0,invalid,52.0
,60.0,No,6.0,6.0,38.0
4.0,68.0,No,9.0,3.0,
30.91532574884556,98.0,No,7.0,2.0,76.0
1.0,64.0,No,23.458558266338233,7.0,42.0
,77.0,No,8.0,,68.0
2.0,97.0,,5.0,9.0,
4.0,83.0,,,4.0,247.73254528643105
9.0,64.0,Yes,,2.0,63.0
6.0,48.0,Yes,5.0,4.0,35.0
,78.0,Ygs,8.0,3.0,247.73254528643105
2.0,83.0,Yes,8.0,,
7.0,65.0,No,4.0,1.0,53.0
,96.0,,9.0,7.0,87.0
9.0,76.0,ho,5.0,9.0,71.0
7.0,55.0,Yes,4.0,,43.0
,76.0,Yes,7.0,3.0,
8.0,51.0,No,5.0,2.0,44.0
3.0,63.0,Yes,9.0,invalid,45.0
2.0,65.0,No,8.0,4.0,42.0
3.0,59.0,Yes,8.0,5.0,38.0
6.0,48.0,,4.0,0.0,36.0
3.0,62.0,Yes,4.0,0.0,43.0
,78.0,Yes,7.0,9.0,67.0
6.0,68.0,oes,7.0,2.0,58.0
8.0,243.12340246831906,Yes,9.0,1.0,64.0
7.0,243.12340246831906,,8.0,invalid,51.0
8.0,243.12340246831906,No,6.0,7.0,57.0
3.0,62.0,No,,jnvalid,40.0
4.0,82.0,Yes,,9.0,68.0
6.0,66.0,Yes,7.0,7.0,58.0
7.0,69.0,NO,5.0,4.0,63.0
9.0,60.0,Yes,4.0,3.0,56.0
1.0,83.0,,,invalid,60.0
8.0,74.0,No,7.0,invalid,68.0
8.0,88.0,Nd,4.0,7.0,82.0
6.0,46.0,No,6.0,2.0,33.0
4.0,61.0,No,,7.0,247.73254528643105
,49.0,Yes,8.0,0.0,32.0
3.0,62.0,Yes,5.0,3.0,39.0
6.0,54.0,No,4.0,4.0,41.0
8.0,69.0,Yes,,5.0,247.73254528643105
30.91532574884556,73.0,No,,,63.0
,52.0,Yes,8.0,4.0,27.0
6.0,99.0,Yes,23.458558266338233,4.0,
7.0,43.0,Yes,6.0,8.0,35.0
7.0,57.0,Yev,9.0,9.0,48.0
9.0,,Yes,5.0,9.0,95.0
5.0,62.0,Yes,6.0,2.0,48.0
1.0,72.0,Ycs,8.0,,45.0
2.0,73.0,Yes,7.0,9.0,49.0
4.0,73.0,No,7.0,1.0,57.0
5.0,75.0,,9.0,7.0,61.0
9.0,,,8.0,4.0,75.0
1.0,56.0,,,invalix,
3.0,67.0,Yes,,5.0,47.0
5.0,53.0,No,5.0,8.0,37.0
3.0,73.0,Yes,23.458558266338233,6.0,55.0
4.0,87.0,Yes,8.0,4.0,73.0
3.0,50.0,NO,,4.0,30.0
30.91532574884556,96.0,Ny,7.0,9.0,80.0
1.0,,No,5.0,8.0,
8.0,72.0,yes,7.0,,66.0
4.0,243.12340246831906,No,6.0,,77.0
7.0,94.0,Yes,6.0,,86.0
2.0,41.0,No,4.0,9.0,13.0
2.0,73.0,Yes,8.0,invalid,52.0
,92.0,Yes,5.0,3.0,80.0
2.0,243.12340246831906,YES,5.0,1.0,44.0
6.0,76.0,No,7.0,9.0,68.0
2.0,243.12340246831906,,9.0,8.0,247.73254528643105
4.0,,Yes,9.0,5.0,36.0
,65.0,Yes,7.0,3.0,58.0
8.0,97.0,No,9.0,invalid,91.0
3.0,67.0,,5.0,3.0,48.0
9.0,42.0,,7.0,1.0,40.0
2.0,59.0,Yes,9.0,4.0,33.0
8.0,49.0,Yes,4.0,8.0,
8.0,91.0,No,,5.0,87.0
,,Yes,4.0,1.0,39.0
30.91532574884556,92.0,No,9.0,5.0,70.0
1.0,92.0,No,23.458558266338233,8.0,67.0
2.0,243.12340246831906,Yes,5.0,3.0,68.0
9.0,66.0,No,4.0,0.0,61.0
2.0,70.0,uo,4.0,1.0,
2.0,,No,7.0,4.0,43.0
30.91532574884556,81.0,Yes,7.0,9.0,70.0
7.0,40.0,No,7.0,6.0,34.0
7.0,45.0,No,9.0,7.0,33.0
9.0,50.0,,6.0,2.0,46.0
6.0,73.0,,4.0,8.0,60.0
8.0,78.0,No,8.0,invagid,73.0
6.0,243.12340246831906,No,7.0,3.0,47.0
2.0,92.0,No,6.0,3.0,67.0
1.0,60.0,Yes,9.0,5.0,37.0
